NCBI gene (formerly Entrezgene) ID	Gene name
	AC113418.1
51334	PRR16
	PRELID3BP8
	RNU4-69P
	AC114284.1
	AC008565.1
	AC113352.1
	AC008568.1
	AC010350.1
	AC008568.2
	RPL23AP44
	AC106806.1
	AC106806.2
94033	FTMT
153443	SRFBP1
4015	LOX
	AC010255.1
133923	ZNF474
100505841	AC010255.3
	AC010255.2
	AC113349.2
9627	SNCAIP
	AC113349.1
	AC119150.1
	AC119150.2
153163	MGC32805
101927379	LINC02201
	ARGFXP1
6643	SNX2
	AC008669.1
28966	SNX24
	RN7SL689P
5480	PPIC
	PPIC-AS1
	RN7SL711P
	AC106786.1
93166	PRDM6
	AC010493.1
153241	CEP120
	KRT8P33
	HMGB3P17
	AC026422.1
1456	CSNK1G3
	KRT18P16
	LINC01170
	HMGB1P29
	AC016556.1
	AC025465.2
	AC025465.4
	AC025465.3
	AC025465.1
57507	ZNF608
	AC112196.1
	AC113398.2
	AC113398.1
101927460	LINC02240
	AC109464.1
	AC109464.2
	AC109458.2
	AC109458.1
	HMGB1P22
	AC116362.1
	RN7SKP117
	AC109471.1
	AC116362.2
	AC010587.2
	AC010587.1
	RPSAP37
102546228	LINC02039
65983	GRAMD2B
	AC093535.1
	AC093535.2
501	ALDH7A1
	RNU6-290P
51808	PHAX
	AC099513.1
389320	TEX43
	BOLA3P3
	HSPE1P10
102723557	LMNB1-DT
	RNU6-752P
4001	LMNB1
115123	MARCHF3
401207	C5orf63
	AC005915.1
	MRPS5P3
	AC011416.1
	SELENOTP2
	AC011416.2
	AC011416.3
84466	MEGF10
	AC011416.4
	AC010424.1
	AC010424.2
	HNRNPKP1
133619	PRRC1
	AC010424.3
613212	CTXN3
	AC022118.1
728586	CCDC192
	CUL1P1
	AC068658.1
644873	LINC01184
6558	SLC12A2
	KDELC1P1
2201	FBN2
28965	SLC27A6
	AC008588.1
51015	ISOC1
100616175	MIR4633
	AC008679.1
100616325	MIR4460
103689846	ADAMTS19-AS1
171019	ADAMTS19
	AC008591.1
100127206	MINAR2
337876	CHSY3
	RNU6ATAC10P
	RNA5SP191
	HSPA8P4
	RNU7-53P
	ARL2BPP4
	AC005741.1
	AC006525.1
	AC113367.1
	AC113367.3
	AC113367.2
3094	HINT1
90624	LYRM7
56990	CDC42SE2
	AC004777.1
51735	RAPGEF6
	AC008695.1
	AC008497.1
96459	FNIP1
	AC008695.2
	AC005593.1
728637	MEIKIN
	AC034228.3
	AC034228.2
23305	ACSL6
	ACSL6-AS1
	AC034228.1
3562	IL3
1437	CSF2
	AC034216.1
	AC063976.3
	AC063976.4
	AC063976.1
100861518	P4HA2-AS1
8974	P4HA2
	AC063976.2
102465498	MIR6830
8572	PDLIM4
6583	SLC22A4
553103	MIR3936HG
100500865	MIR3936
6584	SLC22A5
	IRF1-AS1
	AC116366.2
	LINC02863
	AC116366.1
3659	IRF1
3567	IL5
10111	RAD50
101927761	TH2LCRR
3596	IL13
3565	IL4
	AC004039.1
11127	KIF3A
645121	CCNI2
23176	SEPTIN8
134548	SOWAHA
	AC004775.1
134549	SHROOM1
	RNA5SP192
2661	GDF9
27089	UQCRQ
116842	LEAP2
27125	AFF4
	AC010240.2
	ATP6V0E1P1
	AC010240.3
	AC010240.1
54819	ZCCHC10
	AC113410.1
	AC113410.5
	AC113410.4
3308	HSPA4
	AC113410.3
	AC113410.2
	AC010307.2
	AC010307.1
23105	FSTL4
	AC010307.3
	AC010307.4
	AC010608.1
100302134	MIR1289-2
	AC010608.3
	AC010608.2
	AC005178.1
105664404	WSPAR
56951	C5orf15
7416	VDAC1
	AC008608.2
	AC008608.1
6932	TCF7
6500	SKP1
	AC104109.3
5515	PPP2CA
	AC104109.4
100500905	MIR3661
	AC104109.2
	AC104109.1
51265	CDKL3
7320	UBE2B
	AC109454.4
	AC109454.2
91368	CDKN2AIPNL
	AC109454.1
102546229	AC109454.3
	AC005355.1
	RNU6-456P
101927934	LINC01843
	RN7SL541P
	AC005355.2
23338	JADE2
51128	SAR1B
	RNU6-1311P
10802	SEC24A
	RNU6-1164P
	RNU6-757P
819	CAMLG
9879	DDX46
	AC010301.1
134553	C5orf24
	AC006077.1
79770	TXNDC15
84105	PCBD2
	AC006077.2
	MTCYBP18
	MTND6P4
	MTND5P11
	MTND4P12
	MTND4LP30
	AC008670.1
	MTND3P25
347732	CATSPER3
5307	PITX1
100996485	C5orf66
	AC008406.3
101927953	C5orf66-AS1
	AC008406.2
	AC008406.1
340073	C5orf66-AS2
9555	MACROH2A1
	AC026691.1
140947	DCANP1
497189	TIFAB
	AC022092.1
4762	NEUROG1
	AC034206.1
9547	CXCL14
153328	SLC25A48
340074	SLC25A48-AS1
	AC011431.1
100847082	MIR5692C1
107986453	AC114296.1
3578	IL9
	AC002428.2
	AC002428.1
3950	LECT2
	FBXL21P
7045	TGFBI
	VTRNA2-1
9597	SMAD5-AS1
	AC009014.4
4090	SMAD5
	AC009014.2
	AC009014.3
	AC009014.1
389332	SMIM32
57113	TRPC7
	TRPC7-AS1
106478968	TRPC7-AS2
	AC063980.1
	HSPD1P18
	HNRNPA1P13
	AC112178.1
	AC109439.1
	ANKRD49P3
	RNA5SP193
6695	SPOCK1
26249	KLHL3
100126343	MIR874
10949	HNRNPA0
	AC106791.3
	AC106791.2
4888	NPY6R
	AC106791.1
9499	MYOT
27039	PKD2L2
51306	FAM13B
	AC113382.1
	AC113382.2
	RNU6-1148P
7478	WNT8A
8382	NME5
	RNU6-460P
	RNU6-888P
10902	BRD8
10112	KIF20A
8697	CDC23
2676	GFRA3
	RPS27AP18
995	CDC25C
51307	FAM53C
100128966	FAM53C
	AC104116.1
51780	KDM3B
51308	REEP2
	AC113403.1
1958	EGR1
	RPL7P19
2107	ETF1
3313	HSPA9
	SNORD63B
26785	SNORD63
1495	CTNNA1
	AC113340.1
	AC113340.2
105379194	AC034243.1
26045	LRRTM2
64374	SIL1
	RNA5SP194
	AC011405.1
	RPL12P21
	RNU6-572P
9782	MATR3
	SNHG4
109616975	SNORA74D
26821	SNORA74A
	RNA5SP195
	RN7SKP64
51247	PAIP2
	AC135457.1
9963	SLC23A1
51237	MZB1
389333	PROB1
202051	SPATA24
202052	DNAJC18
	AC142391.1
	RNU5B-4P
641700	ECSCR
111064649	SMIM33
340061	STING1
	AC138517.1
	NCOA4P4
	AC010378.1
7322	UBE2D2
	H3P25
	AC113361.1
51523	CXXC5
111082989	CXXC5-AS1
	AC008667.1
	RNU6-236P
	PSD2-AS1
	AC008667.3
	AC008667.4
84249	PSD2
9542	NRG2
	AC008667.2
	AC010292.1
	MALINC1
5813	PURA
492311	IGIP
101929719	AC011379.2
84418	CYSTM1
	AC011379.1
5201	PFDN1
1839	HBEGF
	AC008438.2
83697	SLC4A9
	AC008438.1
	RNU4-14P
54882	ANKHD1
404734	ANKHD1-EIF4EBP3
	AC011399.1
10011	SRA1
8637	EIF4EBP3
10307	APBB3
	AC116353.5
102465499	MIR6831
113829	SLC35A4
	AC116353.6
	AC116353.1
	HAUS1P1
55374	TMCO6
	AC116353.2
929	CD14
4695	NDUFA2
3550	IK
100500820	MIR3655
54853	WDR55
373863	DND1
3035	HARS1
23438	HARS2
153527	ZMAT2
56664	VTRNA1-1
56663	VTRNA1-2
56662	VTRNA1-3
	AC116353.4
	AC116353.3
	AC005609.5
56147	PCDHA1
56146	PCDHA2
56145	PCDHA3
56144	PCDHA4
56143	PCDHA5
56142	PCDHA6
56141	PCDHA7
56140	PCDHA8
9752	PCDHA9
	AC005609.2
56139	PCDHA10
	PCDHA14
	AC005609.4
56138	PCDHA11
56137	PCDHA12
	AC005609.3
	AC005609.1
56136	PCDHA13
56135	PCDHAC1
	AC010223.1
56134	PCDHAC2
	AC244517.5
29930	PCDHB1
	AC244517.9
56133	PCDHB2
	AC244517.2
56132	PCDHB3
	AC244517.1
56131	PCDHB4
26167	PCDHB5
	AC244517.11
56130	PCDHB6
	PCDHB17P
	AC244517.12
56129	PCDHB7
56128	PCDHB8
	AC244517.8
57717	PCDHB16
	AC244517.6
	AC244517.4
56127	PCDHB9
	AC244517.7
56126	PCDHB10
56125	PCDHB11
56124	PCDHB12
56123	PCDHB13
56122	PCDHB14
	AC244517.10
54660	PCDHB18P
	PCDHB19P
56121	PCDHB15
	AC244517.3
6879	TAF7
83884	SLC25A2
	AC005618.4
	AC005618.1
56114	PCDHGA1
56113	PCDHGA2
56112	PCDHGA3
56104	PCDHGB1
	AC005618.3
56111	PCDHGA4
56103	PCDHGB2
56110	PCDHGA5
56102	PCDHGB3
56109	PCDHGA6
56108	PCDHGA7
8641	PCDHGB4
9708	PCDHGA8
56101	PCDHGB5
56107	PCDHGA9
56100	PCDHGB6
56106	PCDHGA10
56099	PCDHGB7
56105	PCDHGA11
56120	PCDHGB8P
	AC005618.2
26025	PCDHGA12
	PCDHGB9P
	AC008781.2
5098	PCDHGC3
	RN7SL68P
56098	PCDHGC4
56097	PCDHGC5
1729	DIAPH1
100505658	DIAPH1-AS1
	RPS27AP10
	AC008781.1
8841	HDAC3
285613	RELL2
89848	FCHSD1
64411	ARAP3
	AC005753.2
	AC005753.3
	AC005753.1
5097	PCDH1
	AC005740.5
	AC005740.1
9812	DELE1
51294	PCDH12
	AC005740.4
9604	RNF14
	AC005740.3
10007	GNPDA1
	AC005740.2
80762	NDFIP1
	AC091825.3
81848	SPRY4
	AC091825.2
	AC091825.1
101926941	SPRY4-AS1
	RPS12P10
2246	FGF1
	AC005592.1
	LINC01844
	AC005592.2
23092	ARHGAP26
100874239	ARHGAP26-AS1
	AC008533.1
100874372	ARHGAP26-IT1
2908	NR3C1
	RPL7P21
	AC091925.2
	AC091925.1
	AC016598.1
	AC016598.2
	RNU7-156P
	AC008696.2
100846991	MIR5197
	AC008696.1
57824	HMHB1
	RN7SL87P
81555	YIPF5
57528	KCTD16
	AC008652.1
	AC109441.1
	CKS1BP5
	AC008716.1
	RN7SKP246
	AC132803.1
	NAMPTP2
	ASS1P10
	AC137770.1
	AC008700.1
153768	PRELID2
	AC011411.1
643226	GRXCR2
153769	SH3RF2
	AC005351.1
153770	PLAC8L1
	AC091887.1
51520	LARS1
	AC091959.2
	AC091959.1
	AC091959.3
54439	RBM27
	RNU7-180P
	AC011396.2
5459	POU4F3
	AC011396.3
	AC011396.1
10915	TCERG1
	AC011375.1
134391	GPR151
	AC008728.1
5521	PPP2R2B
	RNA5SP196
	RN7SL791P
	KRT8P48
100874361	PPP2R2B-IT1
	AC010251.1
	STK32A-AS1
202374	STK32A
1809	DPYSL3
	AC011373.1
153469	JAKMIP2-AS1
9832	JAKMIP2
	AC011370.1
6690	SPINK1
	AC011352.2
117156	SCGB3A2
389336	C5orf46
	AC011352.1
	AC011352.3
	EEF1GP2
11005	SPINK5
102546294	AC011346.1
408187	SPINK14
404203	SPINK6
	HMGN1P16
105378220	MARCOL
153218	SPINK13
	PGBD4P3
84651	SPINK7
643394	SPINK9
	AC091948.1
81545	FBXO38
	AC114939.1
3360	HTR4
	AC008627.1
154	ADRB2
79628	SH3TC2
	AC116312.1
	RNU6-732P
693169	MIR584
	SH3TC2-DT
	RN7SKP145
22885	ABLIM3
	AC012613.1
	AC012613.2
134265	AFAP1L1
	AC131025.3
134266	GRPEL2
106144529	GRPEL2-AS1
78991	PCYOX1L
27190	IL17B
	AC131025.1
	CARMN
	AC131025.2
406935	MIR143
406937	MIR145
1452	CSNK1A1
	AC021078.1
	RPL29P14
389337	ARHGEF37
	RNU6-588P
	AC022100.1
	RN7SL868P
133522	PPARGC1B
494327	MIR378A
5145	PDE6A
	MFFP2
1836	SLC26A2
81789	TIGD6
22993	HMGXB3
	AC011406.1
	RPS20P4
1436	CSF1R
	RPL7P1
	AC011382.1
5159	PDGFRB
1044	CDX1
6534	SLC6A7
815	CAMK2A
340075	ARSI
6949	TCOF1
972	CD74
	AC011388.1
6208	RPS14
102546298	NDST1-AS1
3340	NDST1
11346	SYNPO
	AC011383.1
	AC008453.2
91977	MYOZ3
	AC008453.1
55696	RBM22
51164	DCTN4
85027	SMIM3
345611	IRGM
91975	ZNF300
	ZNF300P1
	AC022106.1
	AC022106.2
2878	GPX3
10318	TNIP1
309	ANXA6
	AC008641.1
	PDGFRL2P
26112	CCDC69
2760	GM2A
285641	SLC36A3
153201	SLC36A2
	AC008385.1
	AC034205.2
	AC034205.1
	AC034205.3
206358	SLC36A1
	RNA5SP197
2196	FAT2
	AC011337.1
102465246	MIR6499
	AC011374.3
105378231	AC011374.1
6678	SPARC
101927096	CLMAT3
	RN7SKP232
	AC011374.2
475	ATOX1
	AC091982.1
	RPLP1P6
	AC091982.3
10146	G3BP1
2741	GLRA1
	AC091982.2
	RNA5SP198
101927115	LINC01933
	AC008571.2
56923	NMUR2
	AC008571.1
101927134	LINC01470
2890	GRIA1
	RN7SL177P
105378238	LINC01861
	AC091962.1
10827	FAM114A2
4238	MFAP3
55568	GALNT10
386627	SAP30L-AS1
	HNRNPA3P7
	AC008625.1
100302181	MIR1294
	RN7SL655P
79685	SAP30L
9421	HAND1
	AC026688.2
	AC026688.1
	CIR1P1
100422950	MIR3141
100302284	MIR1303
	AC008379.2
23367	LARP1
	RN7SL803P
	AC008379.1
10826	FAXDC2
	AC112169.1
100616306	MIR378H
9337	CNOT8
25929	GEMIN5
29093	MRPL22
	AC008410.1
285643	KIF4B
	AC010476.2
	AC010476.1
	AC010591.1
	AC008725.1
	RNA5SP199
6444	SGCD
	AC011351.1
	AC027308.1
	AC025434.1
	RNU6-556P
153743	PPP1R2B
91937	TIMD4
	APOOP1
26762	HAVCR1
84868	HAVCR2
	AC011377.1
9443	MED7
3702	ITK
153745	FAM71B
	AC010609.1
	AC009185.1
26999	CYFIP2
	AC008676.3
408263	FNDC9
	AC016571.1
	AC008676.1
8728	ADAM19
	AC008676.2
348938	NIPAL4
	AC106801.1
	RNU6-390P
	AC008694.2
11063	SOX30
100190949	C5orf52
	AC008694.1
54974	THG1L
134353	LSM11
	AC026407.1
9685	CLINT1
	RNU6-260P
	AC008677.2
	RNU2-48P
	MARK2P11
	AC008677.1
	AC008677.3
	AC025437.5
	AC025437.4
	AC025437.6
	AC025437.3
	AC025437.2
	AC025437.1
101927697	LINC02227
	AC091979.1
	AC091979.2
	AC091939.1
1879	EBF1
	AC136424.2
	AC136424.1
101927740	LINC02202
	AC134043.3
153830	RNF145
	AC134043.2
105377682	LINC01932
	AC134043.1
134510	UBLCP1
285626	AC008691.1
3593	IL12B
	RNU4ATAC2P
285627	LINC01845
	AC008703.1
101927766	LINC01847
147	ADRA1B
	GAPDHP40
7265	TTC1
	AC068657.1
114825	PWWP2A
2172	FABP6
	FABP6-AS1
	AC112191.1
79616	CCNJL
	AC112191.2
	AC112191.3
114898	C1QTNF2
63920	ZBED8
10569	SLU7
9232	PTTG1
107075116	MIR3142HG
100422938	MIR3142
406938	MIR146A
23120	ATP10B
	AC008456.1
	AC011363.1
285629	LINC02159
2561	GABRB2
2559	GABRA6
	AC091944.1
	GLRXP3
2554	GABRA1
	LINC01202
2566	GABRG2
	AC113414.1
	RNU6-164P
	ARL2BPP5
	MRPL57P6
	AC008723.1
900	CCNG1
134492	NUDCD2
3161	HMMR
	HMMR-AS1
27430	MAT2B
	AC010291.1
	AC116917.1
	RNU6-168P
	AC008432.1
	LSM1P2
	AC008662.1
	AC008662.2
102546299	AC109466.1
	LINC02143
	AC008446.1
	RNU6-209P
	AC091973.1
	LINC01938
	AC008415.1
	RN7SKP60
	AC008562.1
	AC008489.1
	RPL7P20
	AC114321.1
	AC026403.1
102557615	LINC01947
	AC091819.2
101927908	AC091819.1
57451	TENM2
	AC091820.2
	AC091820.1
	AC008601.1
	AC008708.2
	AC008708.1
	AC008464.1
	AC008705.2
	AC008705.1
	AC011369.1
	AC011369.2
101927862	CTB-178M22.2
23286	WWC1
5917	RARS1
345630	FBLL1
79646	PANK3
	SLC2A3P1
406895	MIR103A1
100302238	MIR103B1
	RPL10P9
	AC011365.2
6586	SLIT3
	AC011365.1
407001	MIR218-2
	AC011389.2
	AC011389.3
	AC011389.1
693170	MIR585
	RNU6-477P
54908	SPDL1
1794	DOCK2
	AC008680.1
100131897	INSYN2B
100616498	MIR378E
2299	FOXI1
	KRT18P41
	LINC01187
133874	C5orf58
3937	LCP2
	AC034199.2
257358	LINC01366
100128059	AC034199.1
30820	KCNIP1
3779	KCNMB1
101928033	KCNIP1-OT1
	AC008619.1
105377716	KCNIP1-AS1
	AC008514.1
2568	GABRP
64901	RANBP17
	RN7SL623P
	AC008514.2
	USP12P1
	AC091980.2
30012	TLX3
	AC091980.1
	RN7SL339P
	RPSAP71
109616973	SNORA70J
	RPL10P8
100500831	MIR3912
4869	NPM1
8817	FGF18
	AC093246.1
	AC022440.1
	AC011410.1
644994	SMIM23
23291	FBXW11
6793	STK10
285588	EFCAB9
92181	UBTD2
	AC024561.1
	KLF3P1
285590	SH3PXD2B
	AC011407.1
	LINC01944
	AC027309.3
54492	NEURL1B
	AC027309.2
100847029	MIR5003
	AC027309.1
101928093	AC022217.2
	AC022217.1
	AC022217.3
1843	DUSP1
	AC022217.4
	AC110011.1
57222	ERGIC1
100268168	AC008429.1
	AC008429.3
51121	RPL26L1
	AC008429.2
8992	ATP6V0E1
	AC008429.4
677841	SNORA74B
153222	CREBRF
	CDC42P5
	AC008378.1
662	BNIP1
	RPL7AP33
1482	NKX2-5
	RNA5SP200
8614	STC2
102465862	MIR8056
	RNU6-500P
	AC016573.1
	AC008632.1
	AC008663.1
	AC008663.3
285593	AC008663.2
91272	BOD1
	LINC01863
101928136	LINC01484
105377736	LINC01942
	AC008674.1
	LINC01485
80315	CPEB4
133491	C5orf47
	RPL12P22
51617	NSG2
	AC113423.1
	AC113423.2
	AC011333.1
	AC025752.1
	LINC01411
	GAPDHP71
	SUMO2P6
	AC108112.1
	HIGD1AP3
4488	MSX2
	AC113346.2
100616202	MIR4634
	AC113346.1
	LINC01951
	NIFKP2
	AC008413.1
	AC008413.2
	ARL2BPP6
1812	DRD1
	AC091393.2
94081	SFXN1
	AC091393.1
	RN7SKP148
3274	HRH2
	RNU6-226P
10814	CPLX2
	AC138965.3
	AC138965.2
84321	THOC3
	AC138965.1
	OR1X1P
	AC139491.3
100996385	AC139491.1
202134	FAM153B
	AC139491.7
100507387	AC139491.5
	AC139491.4
	AC139491.6
	AC139491.2
	AC139491.8
	AC139493.2
	AC139493.1
375484	SIMC1
	BRCC3P1
57179	KIAA1191
	AC138956.1
	AC138956.2
285598	ARL10
100302203	MIR1271
51491	NOP16
192286	HIGD2A
1212	CLTB
	AC010297.1
23197	FAF2
22838	RNF44
54825	CDHR2
	RN7SL684P
114787	GPRIN1
6620	SNCB
100422962	MIR4281
253314	EIF4E1B
26262	TSPAN17
	AC113391.1
	AC113391.2
102577424	LINC01574
90249	UNC5A
3101	HK3
51720	UIMC1
23567	ZNF346
	ZNF346-IT1
2264	FGFR4
64324	NSD1
	AC146507.3
	AC146507.2
	PRMT1P1
53917	RAB24
83463	MXD3
27166	PRELID1
10960	LMAN2
	AC146507.1
10636	RGS14
6569	SLC34A1
345456	PFN3
2161	F12
2870	GRK6
	PRR7-AS1
80758	PRR7
1627	DBN1
	AC145098.2
9260	PDLIM7
	AC145098.1
79930	DOK3
51428	DDX41
54540	FAM193B
	AC139795.3
54732	TMED9
11285	B4GALT7
	AC139795.2
	AC139795.1
	AC138819.1
285596	FAM153A
	AC140125.2
	AC140125.1
	AC106795.1
	OR1X5P
	AC140125.3
	AC106795.3
	AC106795.2
	AC106795.5
	SUDS3P1
5626	PROP1
653316	FAM153CP
	AC136632.1
23138	N4BP3
64777	RMND5B
55651	NHP2
	AC136632.2
64396	GMCL2
3182	HNRNPAB
85007	PHYKPL
91522	COL23A1
	AC136601.2
	AC136601.1
	RN7SL646P
	AC008659.1
57396	CLK4
	RN7SKP70
	AC113348.3
102724657	AC113348.1
	AC113348.2
6940	ZNF354A
729522	AACSP1
	AC126915.2
	AC126915.1
	AC126915.3
117608	ZNF354B
	RNU1-39P
80108	ZFP2
	AC104117.1
	PIGFP1
	AC104117.5
285676	ZNF454
	AC104117.3
2916	GRM6
	AC104117.4
345462	ZNF879
30832	ZNF354C
	AC104117.2
9509	ADAMTS2
	AC109479.3
	AC109479.1
	AC109479.2
	AC136628.1
	AC136628.4
	AC136628.2
	AC136628.3
80230	RUFY1
	PRDX2P3
101928445	RUFY1-AS1
3187	HNRNPH1
285679	C5orf60
	AC136604.1
	AC136604.2
646019	CBY3
821	CANX
	HMGB3P22
9794	MAML1
4056	LTC4S
11282	MGAT4B
100302156	MIR1229
8878	SQSTM1
51149	MRNIP
	RN7SKP150
100996419	AC008393.1
23061	TBC1D9B
55819	RNF130
	RPS15AP18
	AC010285.2
	AC010285.1
	AC010285.3
442908	MIR340
	AC122713.2
	AC122713.1
255426	RASGEF1C
	AC104115.1
5601	MAPK9
	AC104115.2
	AC008610.1
9945	GFPT2
	AC034213.1
	RNU6-525P
57472	CNOT6
	AC122714.1
92304	SCGB3A1
2324	FLT4
	AC122714.2
	LINC02222
	OR2AI1P
	RNU1-17P
134083	OR2Y1
4245	MGAT1
	AC022413.1
100859930	HEIH
729678	LINC00847
	AC022413.2
643836	ZFP62
79908	BTNL8
	RPS29P12
	AC091874.2
	AC091874.1
	ARPP19P1
10917	BTNL3
	RNU6-1036P
153579	BTNL9
102465882	MIR8089
	AC008620.1
	FOXO1B
	AC008620.2
26693	OR2V1
285659	OR2V2
	LINC01962
	AC008443.4
81786	TRIM7
	AC008443.5
	AC008443.3
	AC008443.8
90933	TRIM41
100616342	MIR4638
	AC008443.1
10399	RACK1
619571	SNORD96A
619570	SNORD95
101928649	CTC-338M12.4
84851	TRIM52
100507602	TRIM52-AS1
	AC008443.7
	AC008443.2
	AC008443.6
	RNU6-705P
	AC138035.1
	AC138035.3
	AC138035.2
26683	OR4F3
	WBP1LP4
	RPL23AP45
	WBP1LP12
	OR4F1P
	CICP18
	AL035696.2
285766	AL035696.3
	AL035696.4
	AL035696.1
	AL365272.1
56940	DUSP22
3662	IRF4
	AL512308.1
55770	EXOC2
	AL031770.1
135458	HUS1B
	AL357054.1
	AL357054.2
	AL357054.4
	AL357054.5
	AL357054.3
	AL392183.1
	AL356130.1
285768	LINC01622
	AL033381.2
	AL033381.1
	AL033381.3
94234	FOXQ1
	LINC01394
	AL034346.1
2295	FOXF2
102466720	MIR6720
	RN7SL352P
	AL512329.1
	AL512329.2
	FOXCUT
2296	FOXC1
2762	GMDS
	AL035693.1
	GMDS-DT
	HMGN2P28
	AL031768.2
	AL031768.1
	AL359852.2
	AL359852.1
	LINC02521
154386	LINC01600
340156	MYLK4
56897	WRNIP1
1992	SERPINB1
	SERPINB9P1
100616285	MIR4645
5272	SERPINB9
	AL133351.2
	AL133351.1
5269	SERPINB6
401232	LINC01011
4835	NQO2
	NQO2-AS1
	HTATSF1P2
	AL133351.4
	AL133351.3
	FAM136BP
	SERPINB8P1
	AL031963.2
8737	RIPK1
	AL031963.3
	RNA5SP201
670	BPHL
	AL031963.1
7280	TUBB2A
	TUBB2BP1
	LINC02525
347733	TUBB2B
389362	PSMG4
63027	SLC22A23
	AL445309.1
100507336	AL033523.1
	AL033523.2
221749	PXDC1
	AL391422.4
	AL391422.1
26240	AL391422.3
	AL391422.2
26240	FAM50B
	AL590004.3
	AL590004.2
	AL590004.1
	TDGF1P4
	GLRX3P2
	AL138831.3
	AL138831.2
	AL138831.1
8899	PRPF4B
222826	FAM217A
404220	C6orf201
10455	ECI2
	AL136309.3
100507506	ECI2-DT
	AL136309.2
	AL136309.1
	AL162718.1
101927888	AL159166.1
	AL162718.3
	RNA5SP202
	AL162718.2
	LINC02533
	AL133393.1
	AL034376.1
497048	KU-MEL-3
	PSMC1P11
9425	CDYL
	AL356747.1
	CDYL-AS1
	AL359643.1
10799	RPP40
100129461	LYRM4-AS1
	AL359643.2
	AL139094.1
	AL035653.1
648791	PPP1R3G
57128	LYRM4
100500900	MIR3691
10667	FARS2
	AL121978.1
101927972	AL021328.1
	HNRNPA1P37
101927950	AL022097.1
	AL136968.2
	AL136968.1
	AL136307.1
	RN7SL221P
	PKMP5
51299	NRN1
2162	F13A1
102466866	MIR7853
100847034	MIR5683
285780	LY86-AS1
	SNAPC5P1
	AL162719.1
	CNN3P1
9450	LY86
	AL031123.2
	AL031123.3
	AL031123.1
	AL031123.4
	AL031123.5
	AL136361.1
	BTF3P7
	AL158817.1
	RN7SL554P
	AL139390.1
6239	RREB1
	AL355336.1
	AL589644.1
	AL139095.5
6745	SSR1
	AL139095.4
285782	CAGE1
	AL139095.1
	AL139095.2
	AL139095.3
83732	RIOK1
	HNRNPLP1
	AL138878.1
	AL138878.2
	AL031058.1
1832	DSP
154007	SNRNP48
	AL390026.1
654	BMP6
81567	TXNDC5
	BLOC1S5-TXNDC5
	AL096800.1
	PIP5K1P1
63915	BLOC1S5
	EEF1E1-BLOC1S5
9521	EEF1E1
	AL355499.1
	AL355499.2
	AL359378.1
51000	SLC35B3
100506207	HULC
	AL161437.1
	AL137220.1
	OFCC1
	AL136226.1
	AL354868.1
	RNU6ATAC21P
	AL138885.1
7020	TFAP2A
109729173	TFAP2A-AS2
	TFAP2A-AS1
	AL138885.2
	AL138885.3
	LINC00518
106660610	MIR5689HG
100846998	MIR5689
	MRPL48P1
	LINC02522
2651	GCNT2
	AL139039.3
	AL139039.1
	AL139039.2
	GCNT2P1
	AL358777.3
347744	C6orf52
	AL358777.1
55003	PAK1IP1
51522	TMEM14C
	AL024498.1
81853	TMEM14B
	AL024498.2
	RNA5SP203
4117	MAK
9247	GCM2
	AL357497.1
221711	SYCP2L
54898	ELOVL2
	AL121955.1
100506409	ELOVL2-AS1
221710	SMIM13
405754	ERVFRD-1
	AL136139.1
	AL139807.1
4739	NEDD9
	AL022098.1
	AL445430.2
	AL445430.1
	RNU1-64P
	THAP12P5
100113407	TMEM170B
	AL357518.1
	AL022724.1
84830	ADTRP
	AL022724.3
	AL022724.2
	AMD1P4
	AL157373.1
	AL157373.2
3096	HIVEP1
1906	EDN1
	SUMO2P12
	RN7SKP293
	RPL15P3
	LINC02530
221692	PHACTR1
	RNU1-11P
100130357	AL008729.1
51256	TBC1D7
107080638	TBC1D7
	AL008729.2
54438	GFOD1
	GFOD1-AS1
	RPS4XP7
	RN7SKP204
23408	SIRT5
	AL441883.1
51406	NOL7
10048	RANBP9
	Z93020.1
63933	MCUR1
	AL023583.1
221687	RNF182
	MRPL35P1
	AL022396.1
9308	CD83
	AL133259.1
	RNU7-133P
	AL353152.2
	AL353152.1
102216342	LINC01108
	AL080313.2
	AL080313.1
	AL009177.1
	AL109914.1
	RNU6-793P
	AL138720.1
	AL050335.1
	RN7SL332P
	AL136162.1
3720	JARID2
	JARID2-AS1
	RNU6-522P
	RNU6-645P
84062	DTNBP1
	AL021978.1
	ARPC3P5
	LINC02543
	AL365265.1
	AL021407.2
29116	MYLIP
100616269	MIR4639
	AL021407.3
	AL021407.1
	MRPL42P2
	RNU6-1114P
	AL138883.1
2766	GMPR
	AL009031.1
6310	ATXN1
	ATXN1-AS1
	AL137003.1
	AL133405.2
	AL133405.1
	AL138740.1
401236	STMND1
	AL136305.1
221662	RBM24
	AL034372.1
10486	CAP2
	RPL7P26
	SUMO2P13
	AL138824.1
51439	FAM8A1
9972	NUP153
	RNU6-190P
	AL138724.1
	RNA5SP204
63971	KIF13A
	AL023807.1
378884	NHLRC1
7172	TPMT
221656	KDM1B
7913	DEK
	AL138825.1
	RNU6-263P
	DDX18P3
	AL138725.1
255488	RNF144B
	MIR548A1HG
693125	MIR548A1
	AL589647.1
	AL357052.1
100506885	LNC-LBCS
	RPL5P20
	RNA5SP205
	KRT18P38
	UQCRFS1P3
